vOTU	VC	 prediction_PhaGCN	Host_Genus	lifeway	checkv_quality	miuvig_quality	completeness	vs_max_score	vs_max_score_group	hallmark	dvf_score	dvf_pvalue	Length	sample	project	country
vOTU3885	VC_2291_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	94.45	0.99	RNA	1	NA	NA	8645	SRR11450579	PRJNA616041	American
vOTU3886	Unclassified	Redondoviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	19.1	0.993	dsDNAphage	6	0.99463743	0.006156054	8644	SRR17754576	PRJNA799794	China
vOTU3887	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.99	0.567	dsDNAphage	0	NA	NA	8641	SRR5823598	PRJNA393632	Germany
vOTU3888	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.567	dsDNAphage	0	NA	NA	8641	SRR5823596	PRJNA393632	Germany
vOTU3889	VC_1890_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.36	0.993	dsDNAphage	2	0.992098808	0.006911398	8640	SRR2070858	PRJNA287178	Vietnam
vOTU3890	VC_2324_0	unknown	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	8639	SRR11450577	PRJNA616041	American
vOTU3891	VC_2318_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.82	0.52	dsDNAphage	0	0.998572946	0.00419216	8638	"SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU3892	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.88	0.947	dsDNAphage	0	0.999141335	0.003361281	8638	SRR7012210	PRJNA450451	China
vOTU3893	VC_2291_0	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	83.06	1	RNA	1	NA	NA	8638	SRR11450580	PRJNA616041	American
vOTU3894	VC_1742_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.93	0.973	dsDNAphage	2	0.999966383	0.001057482	8633	"SRR5823604,SRR5823605,SRR5823607"	PRJNA393632	Germany
vOTU3895	VC_1943_0	Iridoviridae	Unclassified	virulent	Low-quality	Genome-fragment	1.94	NA	NA	NA	0.969097376	0.01100914	8633	DRR012575	PRJNA202273	Japan
vOTU3896	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.990550637	0.007270187	8632	SRR5823607	PRJNA393632	Germany
vOTU3897	Unclassified	Peduoviridae	Celeribacter	virulent	Low-quality	Genome-fragment	15.28	0.653	dsDNAphage	0	NA	NA	8630	SRR5823601	PRJNA393632	Germany
vOTU3898	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	87.03	1	RNA	1	NA	NA	8629	SRR11450580	PRJNA616041	American
vOTU3899	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	17.08	0.733	dsDNAphage	0	NA	NA	8628	SRR6325799	PRJNA392834	China
vOTU3900	VC_1041_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.43	1	dsDNAphage	7	0.999995947	0.000547624	8628	"SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU3901	VC_2383_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.587	dsDNAphage	0	NA	NA	8624	"SRR5823596,SRR5823603,SRR5823598,SRR5823597,SRR5823595,SRR5823601,SRR5823612"	PRJNA393632	Germany
vOTU3902	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.693	dsDNAphage	0	NA	NA	8623	DRR012575	PRJNA202273	Japan
vOTU3903	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.18	0.96	dsDNAphage	1	NA	NA	8623	SRR7012215	PRJNA450451	China
vOTU3904	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.987	dsDNAphage	0	NA	NA	8622	SRR2070862	PRJNA287178	Vietnam
vOTU3905	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	23.42	1	dsDNAphage	1	NA	NA	8621	SRR12550823	PRJNA632564	China
vOTU3906	VC_1985_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.6	0.547	dsDNAphage	0	0.988308668	0.007836695	8620	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU3907	VC_1749_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.29	1	dsDNAphage	1	0.999257684	0.003191329	8620	"SRR10159352,SRR10159350,SRR10159355,SRR10159353,SRR10159351"	PRJNA562057	China
vOTU3908	VC_2291_0	Adenoviridae_like	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	8615	SRR11450579	PRJNA616041	American
vOTU3909	VC_624_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	22.21	1	dsDNAphage	6	0.985170364	0.008516504	8613	SRR17754576	PRJNA799794	China
vOTU3910	Unclassified	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	15.43	0.967	dsDNAphage	2	0.996655226	0.005476244	8613	"SRR5823600,SRR5823602"	PRJNA393632	Germany
vOTU3911	Unclassified	Eucampyvirinae_like	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.961958766	0.012085505	8612	SRR5823607	PRJNA393632	Germany
vOTU3912	VC_1895_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.97	0.987	dsDNAphage	1	0.998607993	0.004135509	8610	SRR11450588	PRJNA616041	American
vOTU3913	Unclassified	Tybeckvirinae	Unclassified	virulent	Low-quality	Genome-fragment	12.29	1	dsDNAphage	4	NA	NA	8610	"SRR5823604,SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU3914	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.01	NA	NA	NA	0.987394691	0.00796888	8606	"SRR5823606,SRR5823609,SRR5823608,SRR5823607,SRR5823604,SRR5823613,SRR5823611,SRR5823599,SRR14660893"	"PRJNA393632,PRJNA732820"	"Germany,China"
vOTU3915	Unclassified	Phycodnaviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.967	ssDNA	0	NA	NA	8606	SRR5823597	PRJNA393632	Germany
vOTU3916	VC_2384_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.03	0.5	dsDNAphage	0	NA	NA	8606	SRR5823607	PRJNA393632	Germany
vOTU3917	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	8605	SRR11450577	PRJNA616041	American
vOTU3918	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.992755651	0.006779213	8602	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU3919	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	97.61	nan	RNA	1	NA	NA	8601	SRR11450580	PRJNA616041	American
vOTU3920	VC_1454_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.953	dsDNAphage	1	NA	NA	8601	SRR17754575	PRJNA799794	China
vOTU3921	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	21.68	1	dsDNAphage	3	NA	NA	8599	SRR7012218	PRJNA450451	China
vOTU3922	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.98049593	0.009234081	8599	SRR17754575	PRJNA799794	China
vOTU3923	Unclassified	Phycodnaviridae	Unclassified	temperate	Low-quality	Genome-fragment	4.27	NA	NA	NA	0.983857036	0.008743107	8598	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU3924	VC_2360_0	Dicistroviridae	Staphylococcus	virulent	High-quality	High-quality	100	0.955	RNA	1	NA	NA	8595	SRR11450579	PRJNA616041	American
vOTU3925	Unclassified	unknown	Haliangium	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.917366624	0.0164665	8593	SRR6049603	PRJNA392834	China
vOTU3926	Unclassified	Casadabanvirus	Unclassified	temperate	Low-quality	Genome-fragment	22.57	0.88	dsDNAphage	0	NA	NA	8593	DRR012576	PRJNA202273	Japan
vOTU3927	VC_2301_0	Dicistroviridae	Staphylococcus	virulent	High-quality	High-quality	99.41	1	RNA	1	NA	NA	8590	SRR11450579	PRJNA616041	American
vOTU3928	Unclassified	Casjensviridae	Unclassified	virulent	Low-quality	Genome-fragment	17.18	0.9	dsDNAphage	0	NA	NA	8590	SRR12550823	PRJNA632564	China
vOTU3929	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.979033589	0.009422917	8588	"SRR14026606,SRR14026574,SRR14026602,SRR14026588"	PRJNA714492	Switzerland
vOTU3930	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.35	0.98	dsDNAphage	1	0.982164085	0.009007478	8588	SRR7012210	PRJNA450451	China
vOTU3931	VC_1188_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.72	1	dsDNAphage	3	0.999987245	0.000774228	8587	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU3932	VC_1746_0	unknown	Parageobacillus	virulent	Low-quality	Genome-fragment	4.54	0.713	dsDNAphage	0	0.999966502	0.001057482	8587	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU3933	VC_2291_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	95.06	1	RNA	1	NA	NA	8587	SRR11450580	PRJNA616041	American
vOTU3934	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.94	1	dsDNAphage	3	NA	NA	8586	"SRR10159352,SRR10159350,SRR10159355,SRR10159353,SRR10159351,SRR10159348,SRR10159354,SRR10159349"	PRJNA562057	China
vOTU3935	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	nan	dsDNAphage	1	0.985778809	0.008403203	8584	"SRR5823601,SRR5823598,SRR5823602,SRR5823600,SRR5823595"	PRJNA393632	Germany
vOTU3936	Unclassified	Korravirus	Unclassified	virulent	Low-quality	Genome-fragment	15.29	0.96	dsDNAphage	0	0.964558303	0.011632299	8583	"SRR12550817,SRR12550840,SRR12550829,SRR12550819,SRR12550845,SRR12550818,SRR12550842,SRR12550843,SRR12550844"	PRJNA632564	China
vOTU3937	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	78.83	nan	RNA	1	NA	NA	8582	SRR11450585	PRJNA616041	American
vOTU3938	Unclassified	Bclasvirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	11.7	1	dsDNAphage	1	NA	NA	8582	SRR5512141	PRJNA385547	China
vOTU3939	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	1	dsDNAphage	1	NA	NA	8580	SRR11450582	PRJNA616041	American
vOTU3940	VC_2085_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.96	dsDNAphage	1	NA	NA	8578	"SRR5823601,SRR5823599,SRR5823612,SRR5823613,SRR5823606"	PRJNA393632	Germany
vOTU3941	Unclassified	Sepvirinae	Unclassified	virulent	Low-quality	Genome-fragment	9.96	0.987	dsDNAphage	0	NA	NA	8578	"SRR14026574,SRR14026575,SRR14026607,SRR14026577,SRR14026576"	PRJNA714492	Switzerland
vOTU3942	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	14.38	0.973	dsDNAphage	1	0.99844718	0.004267694	8575	"SRR14026608,SRR14026597,SRR14026609"	PRJNA714492	Switzerland
vOTU3943	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.91	NA	NA	NA	0.979737878	0.009328499	8573	"SRR5823605,SRR5823606,SRR5823604"	PRJNA393632	Germany
vOTU3944	VC_2010_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.67	0.653	dsDNAphage	0	NA	NA	8573	"SRR5823596,SRR5823601"	PRJNA393632	Germany
vOTU3945	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.968046069	0.011254626	8572	SRR14026574	PRJNA714492	Switzerland
vOTU3946	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.988874674	0.007647859	8571	"SRR14026586,SRR14026579"	PRJNA714492	Switzerland
vOTU3947	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	77.47	1	RNA	1	NA	NA	8570	SRR11450585	PRJNA616041	American
vOTU3948	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.5	0.993	dsDNAphage	3	1	0	8569	"SRR5823604,SRR5823605,SRR5823607"	PRJNA393632	Germany
vOTU3949	VC_2385_0	Adenoviridae_like	Unclassified	virulent	High-quality	High-quality	94.86	1	RNA	1	NA	NA	8567	"SRR11450579,SRR11450586"	PRJNA616041	American
vOTU3950	VC_271_0	Peduoviridae	Serratia	virulent	Low-quality	Genome-fragment	25.55	0.907	dsDNAphage	7	NA	NA	8565	"SRR9313736,SRR9313735"	PRJNA531524	China
vOTU3951	VC_1939_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.65	NA	NA	NA	0.996651769	0.005476244	8565	SRR17754576	PRJNA799794	China
vOTU3952	VC_535_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	16.04	0.987	dsDNAphage	3	NA	NA	8564	"SRR14026575,SRR14026607,SRR14026574,SRR14026606,SRR14026576,SRR14026577"	PRJNA714492	Switzerland
vOTU3953	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	82.36	1	RNA	1	NA	NA	8564	"SRR11450579,SRR11450578"	PRJNA616041	American
vOTU3954	VC_1374_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.85	0.927	dsDNAphage	0	0.999978065	0.000849762	8562	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU3955	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.98	0.74	dsDNAphage	0	NA	NA	8561	"SRR10159355,SRR10159352,SRR10159350,SRR10159353,SRR10159351,SRR10159349"	PRJNA562057	China
vOTU3956	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.26	0.987	dsDNAphage	1	0.999579966	0.002738122	8558	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU3957	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	96.49	1	RNA	1	NA	NA	8557	SRR11450579	PRJNA616041	American
vOTU3958	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.78	1	dsDNAphage	1	1	0	8552	SRR7012218	PRJNA450451	China
vOTU3959	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.9	0.993	dsDNAphage	2	NA	NA	8552	"SRR11450582,SRR7012210"	"PRJNA616041,PRJNA450451"	"American,China"
vOTU3960	VC_1284_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.9	0.973	dsDNAphage	2	0.997686028	0.004890853	8551	"SRR5823604,SRR5823605,SRR5823607"	PRJNA393632	Germany
vOTU3961	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	24.73	0.973	dsDNAphage	1	NA	NA	8551	"SRR12550822,SRR12550821,SRR12550820,SRR12550823"	PRJNA632564	China
vOTU3962	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.98	dsDNAphage	4	NA	NA	8550	SRR5823603	PRJNA393632	Germany
vOTU3963	VC_2337_0	Straboviridae	Unclassified	virulent	Low-quality	Genome-fragment	3.94	0.993	dsDNAphage	3	0.999999821	0.00026437	8548	SRR5877197	PRJNA392834	China
vOTU3964	VC_1717_0	unknown	Zhenhengia	virulent	Low-quality	Genome-fragment	21.77	0.893	dsDNAphage	0	NA	NA	8547	SRR17754576	PRJNA799794	China
vOTU3965	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.97	0.527	dsDNAphage	0	NA	NA	8546	"SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU3966	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.62	0.68	dsDNAphage	0	0.912268162	0.016844173	8546	SRR17754576	PRJNA799794	China
vOTU3967	VC_2275_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.45	0.96	dsDNAphage	1	0.99990654	0.001567339	8545	"SRR5823601,SRR5823602"	PRJNA393632	Germany
vOTU3968	VC_2291_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	8539	SRR11450579	PRJNA616041	American
vOTU3969	VC_2291_0	Adenoviridae_like	Unclassified	virulent	High-quality	High-quality	96.55	1	RNA	1	NA	NA	8537	SRR11450579	PRJNA616041	American
vOTU3970	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.907	dsDNAphage	0	NA	NA	8536	SRR12550823	PRJNA632564	China
vOTU3971	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.967034698	0.011405695	8535	SRR1745856	PRJNA271842	India
vOTU3972	VC_2227_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.56	1	dsDNAphage	3	1	0	8535	"SRR5823605,SRR5823607"	PRJNA393632	Germany
vOTU3973	Unclassified	Zobellviridae	Unclassified	virulent	Low-quality	Genome-fragment	16.9	0.847	dsDNAphage	0	1	0	8532	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU3974	VC_2386_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.873	dsDNAphage	0	0.984951496	0.008554271	8531	SRR7012213	PRJNA450451	China
vOTU3975	VC_2301_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	99.77	1	RNA	1	NA	NA	8530	SRR11450585	PRJNA616041	American
vOTU3976	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.72	0.98	dsDNAphage	2	NA	NA	8528	SRR5823597	PRJNA393632	Germany
vOTU3977	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.813	dsDNAphage	0	0.944401026	0.014257119	8528	SRR10346359	PRJNA579552	China
vOTU3978	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	81.98	1	RNA	1	NA	NA	8525	SRR11450580	PRJNA616041	American
vOTU3979	VC_2254_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.1	0.927	dsDNAphage	1	0.999900937	0.001586223	8524	"SRR10159352,SRR10159351,SRR10159355,SRR10159350,SRR10159354,SRR10159347"	PRJNA562057	China
vOTU3980	Unclassified	Korravirus	Unclassified	virulent	Low-quality	Genome-fragment	13.95	0.987	dsDNAphage	1	NA	NA	8523	SRR5512139	PRJNA385547	China
vOTU3981	VC_2027_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.79	0.967	dsDNAphage	0	0.94804126	0.013879447	8522	"SRR10159354,SRR10159348,SRR10159353"	PRJNA562057	China
vOTU3982	Unclassified	Andromedavirus	Unclassified	virulent	Low-quality	Genome-fragment	13.44	0.847	dsDNAphage	0	NA	NA	8522	"SRR5823605,SRR5823607"	PRJNA393632	Germany
vOTU3983	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.56	dsDNAphage	0	NA	NA	8520	SRR5823595	PRJNA393632	Germany
vOTU3984	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.944540739	0.014238236	8518	SRR17754576	PRJNA799794	China
vOTU3985	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	94.86	1	RNA	1	NA	NA	8515	SRR11450585	PRJNA616041	American
vOTU3986	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.99937582	0.00304026	8514	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU3987	VC_2051_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.41	NA	NA	NA	0.999753952	0.002209381	8513	SRR11450582	PRJNA616041	American
vOTU3988	VC_368_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	22.24	0.88	dsDNAphage	1	NA	NA	8513	DRR012576	PRJNA202273	Japan
vOTU3989	VC_2284_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.967301011	0.011349044	8512	SRR5823605	PRJNA393632	Germany
vOTU3990	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.695	RNA	0	NA	NA	8511	SRR5823601	PRJNA393632	Germany
vOTU3991	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	17.11	0.993	dsDNAphage	2	NA	NA	8511	"SRR12550840,SRR12550817,SRR12550818,SRR12550819,SRR12550829"	PRJNA632564	China
vOTU3992	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.47	NA	NA	NA	0.999753356	0.002209381	8510	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU3993	VC_2387_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	19.71	0.72	dsDNAphage	0	NA	NA	8508	SRR2070862	PRJNA287178	Vietnam
vOTU3994	VC_2294_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.85	0.74	dsDNAphage	0	NA	NA	8505	"SRR12550821,SRR12550823,SRR12550820"	PRJNA632564	China
vOTU3995	Unclassified	Bclasvirinae	Unclassified	virulent	Low-quality	Genome-fragment	15.88	0.867	dsDNAphage	0	NA	NA	8504	"SRR12550842,SRR12550843"	PRJNA632564	China
vOTU3996	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.61	0.86	dsDNAphage	0	0.948123693	0.013879447	8502	SRR5823600	PRJNA393632	Germany
vOTU3997	Unclassified	Herelleviridae	Unclassified	virulent	Low-quality	Genome-fragment	6.46	0.927	dsDNAphage	0	0.999999642	0.00026437	8501	SRR1745835	PRJNA271842	India
vOTU3998	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	nan	RNA	1	NA	NA	8498	SRR11450580	PRJNA616041	American
vOTU3999	VC_2388_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.31	0.987	dsDNAphage	1	0.999921203	0.001491805	8497	"SRR5823601,SRR5823612,SRR5823600,SRR5823598,SRR5823613,SRR5823602,SRR5823595,SRR5823597,SRR5823599,SRR5823603,SRR5823609"	PRJNA393632	Germany
vOTU4000	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.985721111	0.008403203	8496	SRR7012218	PRJNA450451	China
vOTU4001	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	99.84	1	RNA	1	NA	NA	8493	"SRR11450585,SRR11450577"	PRJNA616041	American
vOTU4002	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	17.81	0.687	dsDNAphage	0	NA	NA	8492	SRR1190334	PRJNA240951	China
vOTU4003	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.82	dsDNAphage	0	1	0	8491	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU4004	VC_2148_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.21	0.953	dsDNAphage	0	0.996089756	0.005740615	8490	SRR7012218	PRJNA450451	China
vOTU4005	VC_2389_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.24	0.933	dsDNAphage	0	NA	NA	8490	"SRR10159352,SRR10159350,SRR10159355,SRR10159351,SRR10159348,SRR10159349"	PRJNA562057	China
vOTU4006	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.29	NA	NA	NA	0.999935508	0.001321852	8490	SRR5512138	PRJNA385547	China
vOTU4007	Unclassified	Peduoviridae	Aeromonas	virulent	Low-quality	Genome-fragment	24.31	1	dsDNAphage	11	NA	NA	8485	SRR6325799	PRJNA392834	China
vOTU4008	VC_2301_0	unknown	Unclassified	virulent	High-quality	High-quality	97.44	1	RNA	1	NA	NA	8485	"SRR11450579,SRR11450586"	PRJNA616041	American
vOTU4009	Unclassified	Queuovirinae	Unclassified	virulent	Low-quality	Genome-fragment	16.08	1	dsDNAphage	3	NA	NA	8484	SRR10346359	PRJNA579552	China
vOTU4010	VC_2221_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	16.65	0.887	dsDNAphage	1	NA	NA	8481	"SRR14026609,SRR14026577,SRR14026608,SRR14026579,SRR14026578,SRR14026597,SRR14026607,SRR14026574,SRR14026575,SRR14026576,SRR14026586,SRR14026606"	PRJNA714492	Switzerland
vOTU4011	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	16.63	1	dsDNAphage	2	NA	NA	8481	"SRR12550817,SRR12550845,SRR12550840,SRR12550818,SRR12550824,SRR12550819,SRR12550829,SRR12550842,SRR12550843,SRR12550844"	PRJNA632564	China
vOTU4012	VC_2056_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.37	0.673	dsDNAphage	0	NA	NA	8477	"SRR12550803,SRR12550804,SRR12550834,SRR12550835,SRR12550832,SRR12550833,SRR12550806"	PRJNA632564	China
vOTU4013	VC_2091_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	19.93	0.8	dsDNAphage	1	0.974323034	0.010027192	8474	"SRR10159348,SRR10159355,SRR10159347,SRR10159349,SRR10159354"	PRJNA562057	China
vOTU4014	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	94.99	nan	RNA	1	NA	NA	8474	SRR11450579	PRJNA616041	American
vOTU4015	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	26.19	0.953	dsDNAphage	2	NA	NA	8472	"SRR12550807,SRR12550803,SRR12550804,SRR12550805,SRR12550806,SRR12550831"	PRJNA632564	China
vOTU4016	VC_1929_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.12	0.907	dsDNAphage	0	NA	NA	8470	SRR10159348	PRJNA562057	China
vOTU4017	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.713	dsDNAphage	0	NA	NA	8470	SRR5512139	PRJNA385547	China
vOTU4018	VC_2390_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.53	NA	NA	NA	0.962254107	0.012047738	8470	SRR10346360	PRJNA579552	China
vOTU4019	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	16.76	0.893	dsDNAphage	0	NA	NA	8467	SRR5823602	PRJNA393632	Germany
vOTU4020	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.55	0.98	dsDNAphage	1	NA	NA	8465	SRR11450587	PRJNA616041	American
vOTU4021	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.38	0.973	dsDNAphage	0	0.999966621	0.001057482	8465	"SRR12550831,SRR12550807,SRR12550806,SRR12550804,SRR12550834,SRR12550805,SRR12550832,SRR12550803,SRR12550835,SRR12550833"	PRJNA632564	China
vOTU4022	Unclassified	Hendrixvirinae	Citrobacter	virulent	Low-quality	Genome-fragment	19.84	1	dsDNAphage	4	NA	NA	8465	"SRR6049603,SRR6325799"	PRJNA392834	China
vOTU4023	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.32	0.993	dsDNAphage	1	NA	NA	8464	"SRR10159353,SRR10159355,SRR10159352,SRR10159350,SRR10159349,SRR10159347,SRR10159348"	PRJNA562057	China
vOTU4024	VC_2291_0	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	81.37	1	RNA	1	NA	NA	8461	SRR11450580	PRJNA616041	American
vOTU4025	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	0.71	0.92	dsDNAphage	0	0.993632853	0.006590377	8459	SRR6325480	PRJNA392834	China
vOTU4026	VC_2373_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.998780847	0.003908906	8457	SRR5823595	PRJNA393632	Germany
